id,component,ai_response_id,label,error_category,notes,labeled_at,relabel_round,meeting_text,meeting_date,procedure_id,procedure_title,match_confidence,matched_alias,org_stub_name,org_candidate_name,org_country,org_category,org_fuzzy_score,source_table
,procedure,a7a85ab3-f690-496d-bade-e2c1058e3cf6,correct,,auto:Meeting directly focuses on military mobility.,2026-05-04T07:28:46.902468+00:00,0,"Exchange on Military Mobility, Recapitulation on MM Hearing",2025-05-20,2025/2090(INI),Military mobility,0.9,,,,,,,lobbying
,procedure,cdbf1d6c-161d-41e1-90e9-016f8df5aa03,wrong,wrong_version,auto:Meeting from 2021 cannot be about a 2025 INI procedure on the same topic.,2026-05-04T07:28:46.902468+00:00,0,Europe’s Beating Cancer Plan and cardiovascular health,2021-06-18,2025/2139(INI),Europe’s Beating Cancer Plan,0.9,,,,,,,commission
,procedure,60a84822-b46e-438e-bd5f-b37791ac3799,correct,,auto:Meeting explicitly about the AI Act.,2026-05-04T07:28:46.902468+00:00,0,AI Act and SMEs,2025-06-04,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,lobbying
,procedure,45bf24d4-50c0-4ecb-897b-76abdc49a6d0,wrong,too_generic,"auto:Presentation covers Green Deal and Fit-for-55 broadly, not specifically the European Climate Law.",2026-05-04T07:28:46.902468+00:00,0,Presentation of the European Green Deal and the Fit-for-55 package to students,2022-05-05,2020/0036(COD),Establishing the framework for achieving climate neutrality and amending Regulation (EU) 2018/1999 (European Climate Law),0.9,,,,,,,commission
,procedure,138433d8-f9d2-42b1-88f8-68921cdf94d9,correct,,auto:Meeting explicitly discusses the AI Act.,2026-05-04T07:28:53.685773+00:00,0,"AI act, Ethics of AI, digital transformation, AI governance",2024-01-17,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,commission
,procedure,bdb361d2-c492-4769-8c86-b849a5d3ede7,correct,,auto:Meeting explicitly references the 28th regime regulation.,2026-05-04T07:28:53.685773+00:00,0,Damian’s work as a Member of the European Parliament and on the 28th regime regulation,2025-10-31,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,lobbying
,procedure,79597839-ef50-4976-a361-c5c180236396,wrong,unrelated_topic,"auto:Meeting is about inter-institutional agreement on better law making, not withholding taxes.",2026-05-04T07:28:53.685773+00:00,0,"Inter-institional agreement on better law making. Business Europe informed the Commission about its views on the importance of applying relevant elements in the agreement, notably the assessment of significant amendments. The cabinet explained the Commission position as stated in the simpler and faster Europen Communication.",2025-04-29,2023/0187(CNS),Faster and Safer Relief of Excess Withholding Taxes,0.9,,,,,,,commission
,procedure,71a9269a-9b7c-4a00-ba95-489588cc5170,correct,,auto:Meeting explicitly discusses CSDDD in context of Simplification Omnibus.,2026-05-04T07:28:53.685773+00:00,0,"Omnibus. Caobisco’s representatives presented their industry, which includes several thousands of SMEs across the EU and has a turnover of €15bn Euro. Caobisco’s representatives outlined their position on the Simplification Omnibus, focussing in particular on the Corporate Sustainability Due Diligence Direct",2025-03-10,2022/0051(COD),Corporate Sustainability Due Diligence,0.9,,,,,,,commission
,procedure,e5a15bf5-045e-460e-afe3-ed34700f9c5d,correct,,auto:Meeting directly references PSD3/PSR which is this procedure.,2026-05-04T07:28:53.685773+00:00,0,Payment Services Directive III (PSD3) en de Payment Services Regulation (PSR),2025-10-14,2023/0210(COD),Payment services in the internal market,0.9,,,,,,,lobbying
,procedure,7368c807-855c-48f7-adbd-45554edcdf49,correct,,auto:Meeting explicitly mentions Digital Networks Act.,2026-05-04T07:28:53.685773+00:00,0,"Digital Infrastructure, Digital Networks Act",2024-10-07,2026/0013(COD),Digital Networks Act,0.9,,,,,,,lobbying
,procedure,80aa5ced-d020-4712-b5a7-f488d1e62184,correct,,auto:Meeting explicitly mentions AI Act.,2026-05-04T07:28:53.685773+00:00,0,"DSA, AI Act and their impact on liberal professions",2024-10-09,2021/0106(COD),Artificial Intelligence Act,0.9,,,,,,,lobbying
,procedure,bc7600a3-fe32-41b6-a2f9-ed151f0aca49,wrong,wrong_version,"auto:Meeting refers to sustainable plant protection products (likely SUR proposal), not the 2003 plant protection procedure.",2026-05-04T07:28:53.685773+00:00,0,Sustainable plant protection products - APA,2022-06-30,2003/0178(CNS),Plant protection,0.9,,,,,,,lobbying
,procedure,58fef201-48ee-4c2b-b1f7-208e1da0fd7d,correct,,auto:Meeting explicitly mentions the 28th regime among initiatives discussed.,2026-05-04T07:28:53.685773+00:00,0,"Industrial policy, competitiveness.. Interlocutors emphasised the urgency of addressing the EU’s competitiveness gap and stressed the importance of examining the entire value chain. Further discussed were upcoming initiatives, incl. the startup and scaleup strategy, the European Innovation Act and the 28th regime, and Chose Europe.",2025-01-30,2025/2079(INL),The 28th Regime: a new legal framework for innovative companies,0.9,,,,,,,commission
,procedure,5035bc3b-79a3-4ff2-8c7d-34ce085477f8,correct,,auto:Meeting explicitly discusses digital euro rulebook and position on the digital euro.,2026-05-04T07:28:53.685773+00:00,0,"Digital Euro. Amazon Payment presented their company and reported on their activities with regard to the Digital Euro rulebook and prototyping. They outlined their position on digital euro, which they welcomed and stressed the importance of digital euro for payment innovation. Cab Dombrovskis took note of Amazon ",2025-05-08,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,2e35ce51-df54-4a81-857c-75ac11d6ef60,correct,,auto:Meeting explicitly mentions Cyber Resilience Act.,2026-05-04T07:29:00.372129+00:00,0,"Implementing Act for High-Level Data Sets, Cyber Resilience Act.",2022-06-29,2022/0272(COD),Cyber Resilience Act,0.9,,,,,,,commission
,procedure,b228aab8-bae9-4743-a008-eb937c7d5d11,correct,,auto:Meeting directly discusses the New European Bauhaus initiative.,2026-05-04T07:29:00.372129+00:00,0,"Presentation of EIT Urban Mobility’s work on the New European Bauhaus, clean transport, and with cities on their Sustainable Urban Mobility Plans.",2024-01-23,2021/2255(INI),The New European Bauhaus,0.9,,,,,,,commission
,procedure,2af90522-24f2-4cdb-9e74-67e101e86fe4,correct,,auto:Meeting is an exchange of views specifically on the Clean Industrial Deal.,2026-05-04T07:29:00.372129+00:00,0,"Exchange of views on Clean Industrial Deal, circular economy. The interest representatives highlighted - their commitment to the decarbonisation agenda and moving to circular economy, however - concerns about competitiveness, especially in energy intensive sectors, including ceramics - price of energy at the source of competitiveness gap - need to maintain obj",2025-03-18,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,346704a1-b909-4fd1-9f4f-d0948efbe5b5,wrong,unrelated_topic,"auto:Meeting is about cement/concrete decarbonisation and Industrial Accelerator Act, not the public procurement file.",2026-05-04T07:29:00.372129+00:00,0,"Decarbonisation of the cement and concrete industry. - Interest representatives:
- provided an overview of the state of the low carbon cement and concrete industry in the EU
- highlighted the importance of a swift adoption of harmonised performance-based standards for cement and concrete
- shared their views on the Industrial Accelerator Act and the r",2026-01-26,2024/2103(INI),Public procurement,0.9,,,,,,,commission
,procedure,30091740-7599-4fe8-aed0-3f18ec24db2f,correct,,auto:Meeting discusses next MFF which matches the 2028-2034 MFF procedure.,2026-05-04T07:29:00.372129+00:00,0,Exchange of views on next MFF and CAP,2025-07-16,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,lobbying
,procedure,40faab34-a2b2-4174-badc-930538a6849f,correct,,auto:Meeting explicitly discusses scope of upcoming Biotech Act.,2026-05-04T07:29:00.372129+00:00,0,Biotech AR EBC gave a short overview on their activities. They indicated their interest in the broad scope for the upcoming Biotech act. They invited the EVP to attend their event after summer. Cab expressed an interest. More information to be exchanged to evaluate the potential collaboration. Conclusions: N/A,2025-07-03,2025/0406(COD),European Biotech Act,0.9,,,,,,,commission
,procedure,5955394c-ae6f-432d-ac81-84ce0eaf9b72,correct,,auto:Meeting discusses priorities for the European Competitiveness Fund explicitly.,2026-05-04T07:29:00.372129+00:00,0,Exchange of views on the future Multiannual Financial Framework and other EU priorities. The discussion focussed on: - The next MFF and expectations - Priorities for the European Competitiveness Fund - Regulatory burden and simplification,2025-03-17,2025/0555(COD),European Competitiveness Fund,0.9,,,,,,,commission
,procedure,85600324-bab7-4fe5-a871-72fd295e78e1,correct,,auto:EU taxonomy for sustainable activities is exactly this framework regulation.,2026-05-04T07:29:00.372129+00:00,0,EU taxonomy for sustainable activities,2021-01-12,2018/0178(COD),Establishment of a framework to facilitate sustainable investment,0.9,,,,,,,commission
,procedure,56595f41-8f42-4f2f-a873-972e41434f16,correct,,auto:Meeting is explicitly about the Digital Services Act.,2026-05-04T07:29:00.372129+00:00,0,Austausch zum Digital Services Act,2020-05-20,2020/0361(COD),Digital Services Act,0.9,,,,,,,lobbying
,procedure,58302da8-571c-4c32-8b18-8d0ff3aa7666,wrong,too_generic,"auto:Meeting concerns the Food and Feed Safety Omnibus simplification, not the specific 2003 plant protection procedure.",2026-05-04T07:29:00.372129+00:00,0,Food and Feed Safety Simplification package and role of plant protection products. The exchange referred to the adopted provisions in the Food and Feed Safety Omnibus. The stakeholder highlighted the importance of plant protection products to ensure food production.,2026-01-16,2003/0178(CNS),Plant protection,0.9,,,,,,,commission
,procedure,17d6ef4e-a455-4da8-915b-0a9cdc594094,correct,,auto:Meeting on EU raw materials dependencies and mining for clean tech directly relates to the Critical Raw Materials Act.,2026-05-04T07:29:07.594420+00:00,0,"Euromines explained its role, the challenges for the EU mining industry and its approach to green EU mining.. - Special focus was given to:
- EU raw materials dependencies for clean technologies
- Risks for strategic mining infrastructure
- Challenges related to financing mining investments
- Lack of raw materials value chains integration in the EU
- Green transition challenges, such as dumping of third cou",2025-01-10,2023/0079(COD),Framework for ensuring a secure and sustainable supply of critical raw materials,0.9,,,,,,,commission
,procedure,4d04e594-4b3b-4bad-8e1e-ed5eb3e04732,wrong,wrong_version,auto:Omnibus I on CSRD & CSDDD refers to the simplification omnibus (2025/0045) — actually this is correct as the procedure is about amending CSRD/CSDDD.,2026-05-04T07:29:07.594420+00:00,0,Omnibus I - CSRD & CSDDD,2025-11-06,2025/0045(COD),Corporate sustainability reporting and due diligence requirements,0.9,,,,,,,lobbying
,procedure,bfc5afc6-636d-4c7a-bd5f-2a8e239e48a2,correct,,auto:REDII review within Fit for 55 is precisely the Renewable Energy Directive revision proposal.,2026-05-04T07:29:07.594420+00:00,0,REDII review within Fit for 55,2021-06-08,2021/0218(COD),Renewable Energy Directive,0.9,,,,,,,commission
,procedure,369485e5-305a-4213-a686-94ecf6c7cd36,correct,,auto:Meeting explicitly on Renewable Energy Directive within Fit for 55 matches the RED revision file.,2026-05-04T07:29:07.594420+00:00,0,"Renewable Energy Directive / ""Fit for 55"" package",2021-05-21,2021/0218(COD),Renewable Energy Directive,0.9,,,,,,,commission
,procedure,b83bd31e-8a05-4bed-b70b-f8d64e6522ae,wrong,too_generic,"auto:Meeting broadly discusses Commission priorities including Clean Industrial Deal among other initiatives, not specifically about that resolution.",2026-05-04T07:29:07.594420+00:00,0,"To hear interest representatives’ perspectives on European Commission priorities and their impact on businesses, in particular SMEs.. - After their presentation, the interest representatives welcomed European Commission initiatives like the Clean Industrial Deal, the Action Plan for Affordable Energy, or the simplification omnibus packages.
- The interest representatives emphasized the role of SMEs in the current European economy.",2025-03-24,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,d8819136-0cdf-4e50-8b29-52e292948f09,correct,,auto:Meeting title explicitly references the Digital Networks Act.,2026-05-04T07:29:07.594420+00:00,0,"Digital Networks Act, digital economy and competitiveness",2025-06-11,2026/0013(COD),Digital Networks Act,0.9,,,,,,,lobbying
,procedure,cfce6eee-8a7f-4728-879d-29e696c2af58,correct,,auto:Meeting is explicitly about the European Health Data Space proposal.,2026-05-04T07:29:07.594420+00:00,0,VTC meeting - European Health Data Space – EPF Congress 2022,2022-05-25,2022/0140(COD),European Health Data Space,0.9,,,,,,,commission
,procedure,8314b9f2-0287-4fbe-be32-ea743d88fad7,correct,,auto:Meeting on TEN-T Regulation revision matches the Trans-European transport network file.,2026-05-04T07:29:07.594420+00:00,0,The revision of the TEN-T Regulation,2023-01-17,2021/0420(COD),Trans-European transport network,0.9,,,,,,,lobbying
,procedure,d9d0fc94-1b46-4b19-abb9-40fa72c2d022,correct,,auto:Weights and dimensions directive meeting matches the road vehicles maximum weights and dimensions revision.,2026-05-04T07:29:07.594420+00:00,0,Weights and dimensions directive (APA),2023-11-17,2023/0265(COD),Road vehicles: maximum weights and dimensions,0.9,,,,,,,lobbying
,procedure,d0f09caa-c80a-45a5-9133-f51fe7396305,correct,,auto:Meeting explicitly covers the Digital Markets Act.,2026-05-04T07:29:07.594420+00:00,0,"Digital Services and Digital Markets Acts, AI White Paper",2020-11-17,2020/0374(COD),Digital Markets Act,0.9,,,,,,,commission
,procedure,44a5ae95-df54-4acb-9096-8fe3c72f9ffb,uncertain,,auto:Meeting mentions modernized EU pharmaceutical legislation broadly; could relate to this specific procedure but unclear.,2026-05-04T07:29:14.981293+00:00,0,AMCHAM Romania delegation presenting the positioning on modernized EU pharmaceutical legislation and the EU Per- and Polyfluoroalkyl Substances (PFAS) ban and on investment needs of the electricity grids,2025-03-19,2023/0131(COD),Authorisation and supervision of medicinal products for human use and governing rules for the European Medicines Agency,0.9,,,,,,,lobbying
,procedure,9c7a5032-4220-4697-b9a2-4ae54d72eb05,correct,,auto:Meeting directly discusses EU public procurement policy framework.,2026-05-04T07:29:14.981293+00:00,0,"Supply chain data infrastructure in the public procurement policy framework. - NetApp presented their business activities and the market of data processing and storage.
- NetApp raised several aspects of competition in European public procurement, they explained ideas on a ‘trusted supplier’ mechanism and how this would be compared to an “EU preference”.
- NetApp also referr",2025-03-18,2024/2103(INI),Public procurement,0.9,,,,,,,commission
,procedure,c27f1c93-fc2d-4537-9dc0-3eacf23134ba,correct,,auto:EU taxonomy meeting matches the taxonomy regulation procedure.,2026-05-04T07:29:14.981293+00:00,0,EU taxonomy for sustainable activities,2021-01-12,2018/0178(COD),Establishment of a framework to facilitate sustainable investment,0.9,,,,,,,commission
,procedure,5dc93393-b71d-46c6-87ea-a63393ee4d03,wrong,too_generic,"auto:Meeting is primarily about steel measures with EU-US relations as context, not the INI report on EU-US relations.",2026-05-04T07:29:14.981293+00:00,0,"Steel, including:
- the EU-US relations 
- the upcoming steel measure",2025-09-18,2023/2126(INI),EU-US relations,0.9,,,,,,,commission
,procedure,2053517f-429f-4223-860d-2dfa3b6bb01d,correct,,auto:DSA meeting matches DSA procedure.,2026-05-04T07:29:14.981293+00:00,0,Digital Services Act / Digital Markets Act,2021-06-03,2020/0361(COD),Digital Services Act,0.9,,,,,,,lobbying
,procedure,af849ff6-57a6-4a46-843e-5a07fafcc4d6,wrong,too_generic,"auto:Meeting discusses medical devices and general healthcare competitiveness, not specifically the Critical Medicines Act.",2026-05-04T07:29:14.981293+00:00,0,"Competitiveness and sustainable healthcare. The delegation presented itself. The company focusses on (1) medical devices and (2) pharmaceuticals and has a significant footprint in the EU. On medical devices, the company pointed to variations in interpretation of the legislation and approval processes at national level. Reference was also made",2025-12-01,2025/0102(COD),Critical Medicines Act,0.9,,,,,,,commission
,procedure,d57d09b2-5326-4069-b2d7-96f0c5c239ed,correct,,auto:Meeting explicitly discusses next MFF recommendations.,2026-05-04T07:29:14.981293+00:00,0,"Next MFF and climate investments. Director at Climate Strategy and Partners, Peter Sweatman and his colleagues presented their new report ‘Filling the EU Climate Investment Gap more Efficiently’ with its main findings and recommendations for the next Multiannual Financial Framework focusing on the need to integrate an ‘efficiency’ f",2025-01-15,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,commission
,procedure,e0199c33-4477-42dc-8593-ff65ce5f79ed,correct,,auto:Meeting explicitly about MFF 2028-2034.,2026-05-04T07:29:14.981293+00:00,0,MFF 2028-2034 & UNICEF’s priorities 2024-2029,2025-05-22,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,lobbying
,procedure,b15a8fdd-9ab0-476a-8ad0-d3ff469af370,wrong,wrong_version,auto:May 2022 meeting predates the March 2023 proposal; likely refers to earlier right to repair initiatives.,2026-05-04T07:29:14.981293+00:00,0,Right to Repair (staff level),2022-05-10,2023/0083(COD),Common rules promoting the repair of goods,0.9,,,,,,,lobbying
,procedure,ba47ab7f-8109-4d32-9c99-c7552d646dad,correct,,auto:Meeting explicitly discusses the forthcoming EU Biotech Act.,2026-05-04T07:29:14.981293+00:00,0,"EU Biotech Act related aspects AR ARM gave a short overview on their activities as an advocacy organization championing the benefits of engineered cell therapies and genetic medicines for patients, healthcare systems, and society. As a community, ARM builds the future of medicine by convening the sector, facilitating influential exchanges on policies and practices, and advancing the narrative with data and analysis. ARM thanked the Commission for the opportunity to discuss strategic priorities for the ATMP sector in the context of the forthcoming EU Biotech Act. They shared three key documents: (1) a CEO letter signed by 34 European ATMP company leaders; (2) a policy blueprint with concrete proposals on access, regulation, investment, and infrastructure; and (3) the Q1 2025 State of the Sector report. ARM committed to following up with insights on the use of AI in the ATMP sector and expressed interest in contributing to the DG GROW/DG SANTE regulatory study. ARM expressed its interest in continued collaboration to ensure ATMPs are central to the EU’s biotechnology strategy. Conclusions: N/A",2025-07-08,2025/0406(COD),European Biotech Act,0.9,,,,,,,commission
,procedure,8f64dc96-3fd5-499c-aaeb-093c09e0c601,wrong,too_generic,"auto:Meeting is a broad discussion of digital legislation simplification, not specifically about the Cyber Resilience Act.",2026-05-04T07:29:24.421114+00:00,0,"Digital legislation. Need to ease the regulatory burden in digital legislation (privacy: GDPR; cybersecurity: NIS2, Cyber Resilience Act; AI); - Simplification agenda, upcoming digital package; - Combined effect of different pieces of legislation; - Digital and tech as enablers to different sectors; - EU-US trade relati",2025-07-01,2022/0272(COD),Cyber Resilience Act,0.9,,,,,,,commission
,procedure,e1cd8193-a14a-420a-a1de-79636b914564,correct,,auto:Meeting explicitly discusses the European Cardiovascular Strategy matching the INI procedure.,2026-05-04T07:29:24.421114+00:00,0,EU Cardiovascular Health Plan. Discussion on the upcoming European Cardiovascular Strategy and EU financing for health,2025-12-04,2025/2132(INI),An EU cardiovascular diseases strategy,0.9,,,,,,,commission
,procedure,b4109df5-8997-4ccf-9ff4-da267b2a7b74,correct,,auto:Meeting directly discusses the Clean Industrial Deal.,2026-05-04T07:29:24.421114+00:00,0,"Energy situation in US and Europe. Clean Industrial Deal and Affordable Energy Action Plan in EU, including how to bring down energy prices - Future energy mix in US and EU and the scaling up of supply of energy",2025-03-11,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,731b1be8-d46e-4acb-b0e5-0157e30b3943,correct,,auto:Meeting title explicitly names the General Product Safety Regulation.,2026-05-04T07:29:24.421114+00:00,0,"General Product Safety Regulation,  Digital Services Act",2021-06-22,2021/0170(COD),"Regulation on general product safety, amending Regulation (EU) No 1025/2012 of the European Parliament and of the Council, and repealing Council Directive 87/357/EEC and Directive 2001/95/EC of the European Parliament and of the Council",0.9,,,,,,,commission
,procedure,cc9dfe6e-7ecc-4d7e-a403-598b3a40f2cf,wrong,wrong_version,"auto:Meeting concerns the new CAP reform for post-2027, not the 2018 CAP Strategic Plans regulation.",2026-05-04T07:29:24.421114+00:00,0,Commission´s proposals for the CAP reform for 2028-2025. The LBV raised the following points of concern and expressed its position on: - Mandatory capping and degressivity proposed in the CAP regulation - Deductibility of labour costs from determining capping and degressivity thresholds - Eligibility of farmers with other activities for DABIS - Definition,2025-11-19,2018/0216(COD),Establishing rules on support for strategic plans to be drawn up by Member States under the Common agricultural policy (CAP Strategic Plans) and financed by the European Agricultural Guarantee Fund (EAGF) and by the European Agricultural Fund for Rural Development (EAFRD) ,0.9,,,,,,,commission
,procedure,bf41137f-4fb7-494d-a76a-8d291506466b,correct,,auto:Meeting is a presentation of the Military mobility package matching the INI.,2026-05-04T07:29:24.421114+00:00,0,"Presentation of Military mobility package. Structure of the military mobility package, protection of critical infrastructure, cooperation with military and civil authorities, development of military mobility infrastructure and capabilities",2026-02-17,2025/2090(INI),Military mobility,0.9,,,,,,,commission
,procedure,f3cc1c13-c444-440a-872a-bb45b521676e,correct,,auto:CSRD directly corresponds to this corporate sustainability reporting directive procedure.,2026-05-04T07:29:24.421114+00:00,0,CSRD and sustainable finance,2024-09-04,2021/0104(COD),"Amending Directive 2013/34/EU, Directive 2004/109/EC, Directive 2006/43/EC and Regulation (EU) No 537/2014, as regards corporate sustainability reporting",0.9,,,,,,,lobbying
,procedure,0c638184-bf21-4147-aaf0-fa222b021a4a,correct,,auto:Meeting explicitly addresses FuelEU Maritime implementation challenges.,2026-05-04T07:29:24.421114+00:00,0,"Implementation challenges of the FuelEU Maritime and ETS frameworks. Assarmatori presented the main challenges faced by Italian and European maritime operators in meeting the objectives of the FuelEU Maritime Regulation and the inclusion of shipping in the EU Emissions Trading System (ETS). The association underlined the financial pressure on operators, particularly ",2025-10-15,2021/0210(COD),The use of renewable and low-carbon fuels in maritime transport and amending Directive 2009/16/EC,0.9,,,,,,,commission
,procedure,bccd13c6-5dbf-4496-a772-6d4b50ffa9df,wrong,alias_collision,"auto:Meeting refers to 'sustainable use of pesticides' which is the older SUD; the SUR proposal was withdrawn, and topic focus is biocontrol approval procedures.",2026-05-04T07:29:24.421114+00:00,0,Sustainable use of pesticides regulation; biocontrol measures: approval procedures,2024-03-19,2022/0196(COD),Sustainable use of plant protection products,0.9,,,,,,,lobbying
,procedure,8876b34f-c826-4498-ba13-67359018fa11,correct,,auto:Meeting explicitly discusses the European Competitiveness Fund.,2026-05-04T07:29:24.421114+00:00,0,"Leonardo’s strategy and vision with regard to the forthcoming Competitiveness Fund and FP10. - Leonardo representatives have introduced the broad activities of the industrial group.
- Leonardo raised several issues in relation to the European Competitiveness Fund and FP10 in the next MFF. Main topics raised: o Access to finance for defence SMEs (Leonardo’s supply chain and important source ",2025-07-09,2025/0555(COD),European Competitiveness Fund,0.9,,,,,,,commission
,procedure,e30dccef-535a-4043-9bfc-d56d19bfe593,correct,,auto:Meeting explicitly discusses Clean Industrial Deal actions.,2026-05-04T07:29:31.445376+00:00,0,Introductory meeting with the ERT (European Round Table for Industry). ERT expressed their views on the actions proposed as part of the Clean Industrial Deal and the Action Plan for Affordable Energy in order to enhance EU industries’ competitiveness while ensuring EU energy security. Key subjects that were discussed included: ▪ Gas storage ▪ Hydrogen ▪ Carbon Capture ,2025-03-20,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,9b1c6c07-d551-4163-aaa7-e23a962153e7,wrong,too_generic,auto:Mentions 'next MFF' generically without specific reference to the 2028-2034 proposal discussion.,2026-05-04T07:29:31.445376+00:00,0,exchange on migration related files and next MFF,2025-07-02,2025/0571(APP),Laying down the multiannual financial framework for the years 2028 to 2034,0.9,,,,,,,lobbying
,procedure,1428ac88-0fdf-4753-a29e-5bf21537cd9e,correct,,auto:Meeting explicitly discusses the Energy Performance of Buildings Directive.,2026-05-04T07:29:31.445376+00:00,0,Housing and indoor air quality. Exchange on the forthcoming Affordable Housing Plan and the Energy Performance of Buildings Directive. EVIA advocated for EU action supporting a high quality of indoor air in buildings. They presented a position paper on the forthcoming Affordable Housing Plan. Mr Moseley invited them to participate,2025-09-16,2021/0426(COD),Energy performance of buildings,0.9,,,,,,,commission
,procedure,dc5eb1d3-0792-4875-9793-1f0ab86a3c5e,wrong,too_generic,"auto:Conference on military mobility is a generic event, not the specific INI procedure.",2026-05-04T07:29:31.445376+00:00,0,Preparations for the Conference on Military Mobility on February 17 in Vilnius.. Participation of Commissioner and DG DEFIS in the conference,2026-01-23,2025/2090(INI),Military mobility,0.9,,,,,,,commission
,procedure,017213c5-11d7-445f-8382-80a7020203b2,correct,,auto:Deforestation Regulation is explicitly listed as a discussion topic.,2026-05-04T07:29:31.445376+00:00,0,"First meeting with new Secretary General. Topics: Food Chain, Deforestation Regulation, Strategic Dialogue.",2024-09-16,2021/0366(COD),Deforestation Regulation,0.9,,,,,,,commission
,procedure,b97ac25a-7de6-4984-bd94-1e8705e370cf,correct,,auto:Discussion explicitly references measures linked to Clean Industrial Deal.,2026-05-04T07:29:31.445376+00:00,0,"Impact of US tariffs. Key stakeholders from various industries discussed the impact of US tariffs on the EU industry. Participants warned against the potential effects on exports, supply chains and the overall investment climate. Recent measures linked to the Clean Industrial Deal and sectoral action plans were welcomed,",2025-04-10,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,a8cf3a73-fb27-433e-b57c-058d3bc1e61d,correct,,auto:Meeting title and content directly address Clean Industrial Deal.,2026-05-04T07:29:31.445376+00:00,0,"Clean Industrial Deal Simplification. FuelsEurope representatives outlined the industry’s commitment to climate neutrality. They pointed out at actions and projects being developed, the role of the industry in relation to affordability and security of energy supply and also as an innovation enabler for EU competitiveness. FuelsEurope re",2025-02-10,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,3bd01f6e-c227-40f3-b74a-601c32c850ba,wrong,unrelated_topic,"auto:Meeting covers Solvency 2, pensions, SIU but not specifically FIDA.",2026-05-04T07:29:31.445376+00:00,0,"Exchange with Hellenic Association of Insurance Companies on on market developments. Exchanges focused on the situation of the Greek insurance industry and the development of the Savings and Investments Union. Discussions covered the protection gap for natural catastrophes, pensions and health; Solvency 2 and importance of solvency ratio; challenges related to free movement of servi",2025-05-23,2023/0205(COD),Framework for Financial Data Access,0.9,,,,,,,commission
,procedure,6306aaac-d9c7-4c5c-9e46-b1f217d067c6,correct,,"auto:Meeting topic is the digital euro, matching the procedure.",2026-05-04T07:29:31.445376+00:00,0,digital euro (with Cab Dombrovskis),2023-04-27,2023/0212(COD),Establishment of the digital euro,0.9,,,,,,,commission
,procedure,6bcc927d-4b8e-48a5-944c-7e68654d7f79,correct,,auto:FIDA is explicitly listed among the discussed digital finance files.,2026-05-04T07:29:31.445376+00:00,0,"ETPPA presented their main concerns on digital finance and payment files. - PSR/PSD3
- FIDA
- AML regulation
- Future for EU fintechs Conclusions: EUROPEAN COMMISSION",2025-03-20,2023/0205(COD),Framework for Financial Data Access,0.9,,,,,,,commission
,procedure,aba80fd2-982d-4b5b-88e5-899c3f272284,wrong,unrelated_topic,"auto:Meeting is about EIGE's general gender equality work and budget, not the 2005 founding regulation procedure.",2026-05-04T07:29:40.158571+00:00,0,Exchange of views with European Institute for Gender Equality (EIGE) on gender equality matters and budget,2024-10-17,2005/0017(COD),European Institute for Gender Equality,0.9,,,,,,,lobbying
,procedure,4f571e99-4492-4b83-867d-3002074dffbb,correct,,auto:Meeting explicitly discusses the Clean Industrial Deal priorities.,2026-05-04T07:29:40.158571+00:00,0,Clean Industrial Deal and Circular Economy. Meeting to discuss the new priorities under the portfolio of Commissioner Roswall and the Clean Industrial Deal in the light of ERT’s recently published Vision for the Clean Industrial Deal (ERTs- vision-for-the-Clean-Industrial-Deal.pdf ) and notably its section 3 on circularity.,2025-04-24,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
,procedure,a62f5d5c-89f4-49f7-83b2-74fc038c1e15,correct,,auto:Meeting directly addresses the Clean Industrial Deal strategy.,2026-05-04T07:29:40.158571+00:00,0,Exchange of views on the policy priorities of the European industry. BDI mentioned the challenges that the German industry faces in terms of competition and welcomed the Clean Industrial Deal strategy. BDI welcomed the simplification agenda and mentioned the need to reduce red tape both at EU and national level.,2025-03-17,2025/2656(RSP),Clean Industrial Deal,0.9,,,,,,,commission
